provokasi mayat politisasi agama penyebab kekalahan pilihan kepala daerah daerah khusus ibukota  cebong mendeskripsikan kekalahan junjungannya for your information ahok   pemilihan apapun kecamatan  wakil   etnis mayoritas,1,1
gue nete,0,1
wkwk bani lowo,1,1
takabur  lahir   penguasa rakyat ulama  cendikia  iblis makhluk  alim amp  beribadah beratus ratus  dilaknat  hasud takaburnya   ahli ilmu filsafat  failosof  demo  sendi,0,0
a orang  suka  konserkonser  boros,0,0
makan racun _  ulama  hukum rokok mubah,0,0
susilo bambang yudhoyono presiden ri  6  khofifah emil   masyarakat no 1  bagus,0,0
kali gue penggemar korea pop  mengomong  teman teman gue idol gue banci homo,1,1
suka video uniform resource locator  kisah perseteruan haji bolot amp malih tongtong,0,0
budaya kafir bersungguh   islam  diindahkan,0,0
lahm hem  diam  bisunkita coba  rumput  bergoyang,0,0
setan membisikkan waswas kepadamu mintalah perlindungan  allah qs ala 200  fussilat 36,0,0
atheisngapain sibuk  agama orang,0,0
lengserkan jokowi bangsat,1,1
selamat  kaini,0,0
bajingan homonhati2  anak anak   kamar mandi laki laki  biarkan  uniform resource locator,1,1
cocot,1,1
budaya indonesia,0,0
mengajarkan solata  orang asing   memecah belah islam,0,0
x  berbicara   bangkai,1,1
memercayai  negara    dijajah  ranah   pembubaran sistem sistem beraja  negara   menjadikan  negara republik komunis  negara negara penjaja,0,0
menikmati kebijakan  diusulkan partai komunis indonesia,1,0
seumpama orang cina  usir paksa  indonesia,1,0
bunda ngentot yuk,0,1
cina babi cina malingn,1,1
karno anti asing  beliau  jawa coba deh adakan konsensus   jawa  anti asing  pro asing  keboohannya nnkalau  keliru  tutup akun,0,0
proyek korupsi rezim susilo bambang yudhoyono uniform resource locator,1,0
wajar  lihat  tingkah  petinggi negeri  suka mencampur bahas indonesia  bahas asing  kali bicara,0,0
ab pribadi  senang berkompetisi    positif,0,0
kitab suci agama   bilang om,1,0
suka menutup mata  ditutup   teutup gara gara sipit,0,0
muslim   menistakan kitab suci alquran  alquran   suku   detik   makna faktualnya  umat islam    makna  tersirat fiksi,0,0
eh kasar  kampang,1,1
bentar  gue rilis album the ontas wkwk,0,0
cebong bang,1,1
najis banget gue mentwit  barusan he,0,1
transgender  anjing uniform resource locator,1,1
awas bintitan  mengintip titit kucing,0,1
bawel bawa perasaan bolot  bodor  wkwk    deh,0,1
gue menyarankan   bacot maling ayat langsung to the point   orang  sepaham  teriaki  kafir sesat liberal pemuja dukun bla blaaa  hatimu puas deh,1,1
salah target  ahok agenda utama lengserkan jokowi,1,0
kena tagar  kepanasan  banget,1,0
maju  duit  goyang kaki  pape  duit nak maju kat  bodoh uniform resource locator,0,1
huria kristen batak protestan berdiri  pecahnya kristen katolik  zaman penjajahan belandadl   namanya kristen protestan   kristen khatoliknterjadilah perpecahan  berdirilah huria kristen batak protestan  pama kali  tarutungnnnah   k,0,0
baca biar pintar jepang amerika cina utang   tau,0,0
prabowo  kalah menyebut bantuan jokowi  pencitraan  ratapan pilu,1,0
takut  azan  iblis,0,0
goblok  bani cebong tukang tipu penjilat penguasa  ketahuan gerakan  dibayar pakai nasi bungkus propaganda nasi bungkus  gagal,1,1
cebong sewotn,1,1
2 gerakan  menekankan  kerja keras  total  tingkatkan potensi bangsa,0,0
gubernur  djarot mayoritas paai politik  dewan perwakilan rakyat daerah  pendukung ahok djarot payah  uniform resource locator,1,0
rezim rusak  memperbaiki sistemnya  sibuk cari cari kesalahan   ketemu  komisi pemberantasan korupsi alatnya besok pemerintah berganti berulang  engah  selesai  organisasi orangnya,0,0
orang orang  menuding antek asing asing sesungguhnya beepuk tangan,0,0
anti asing,0,0
selamat  semoga  berkiprah  tingkat nasional,0,0
sih  ulama,0,0
ketahui  diketapang  tenaga kerja asing asing   perusahaan  pt who tambang bauksit  viral  pemilihan presiden    kerja   era gubernur cornelis  wakilnya,0,0
anak pecun   hobi zina haha,1,1
bom surat berharga syariah negara,0,0
istirahat  presiden momentum    saksi telinga  mata  rapat pembentukan  pacitan  2003,0,0
1979 house select committee on assassination hsca menemukan cacat investigasi  fbi  warren commission hsca  menyimpulkan  tembakan    konspirasi  dalamnya,0,0
genap 1  17 april 2018  digelar hajatan pemilihan presiden acara tahunan negara indonesia  memilih presiden semoga senantiasa berjalan aman  lancar amin,0,0
ian pantat,0,1
mengakuinya orang pintar  beragama memangnya agama  memperbolehkan menista  menghujat orang  orang bodoh orang  maaf  lahir idiot   hargai  ciptaan tuhan  iblis  pintar  licik,0,1
pendaftaran calon presiden   dibuka  agustus 2018yang normatif  politikus partai demokrasi indonesia perjuangan  paham,1,0
sih tolol  tau pemerintah rezim komunis  bobrok koruptor  pimpinan sidang dewan perwakilan rakyat paya cebong uniform resource locator,1,1
gue  mantan mantan gue  sedih  kepikiran   tidur lo  gue  anak  berengsek   laki laki,0,1
cina perusak bangsa usir setuju,1,0
konstitusional hak  rakyat woiii  nih  plonga plongo  kelakuan otoriter,1,1
wujudkan pilihan kepala daerah kota bengkulu 2018 aman  damai coki_adem86 98heru,0,0
serius  presiden jokowi   islam nusantaraknp  kristen nusantarabudhahindu  kong hucu nusantara,0,0
kebersamaan pernyataan moeldoko bukti istana takut  kebangkitan umat islam,0,0
cowok  jago drasex  ngentot  adik luvian,0,1
kroasia  kafir tauuungapain belajar  kapirudh lupa  kapling sorga,1,1
menteri suhao  homo,1,1
gue tau    culun  takut  orang  berubah perlahan lahan   buruk,0,0
perang salib  kerajaan  afrika terbagi  babilonia pemeluk kristen  tobaco pemeluk islam,0,0
kejar setoran  bangsat  rupiah turun,1,1
semoga  tindak  pelaporan  penista agama adek armando  langsung  ketua  front pembela islam kh shobri lubis  badan reserse kriminal markas  kepolisian republik indonesia gambir jakaa pusat  selasa 104  1300  indonesia  barat,1,0
bangkai hajar,1,1
onta mati  kebanyakan minum,1,0
uniform resource locator ahok tng  waswas hidupnya,1,0
sul teng  ekses akibat tersandera hutang cina,1,0
6 pride yunani keangkuhanharga dirikesombonganndikenal  sebutan hubrisvanity harga   mengubah manusia sombong kesombongan  manusia terkutuk dimata tuhandan  manusia mencintai,0,0
beanya tujuan  hatinlogikaku   hati  tenangnaku beanya  logika hatiku sedih ku cari  wasiat  beliau tinggalkan   terasing  asing  mata manusia  duhai,0,0
beaji  komisi pemberantasan korupsi era initapi era  komitmen  pemberantasan korupsi  surat pemberitahuan tahunan  era  susilo bambang yudhoyono,1,0
admin tolol  paai tololnpaai tolol  orang tolol,1,1
ayu ting ting goyang hot  raffi ahmad nagita slavina kampungan norak uniform resource locator,0,1
video  tenaga kerja asing  malaysia  mengutip pernyataan,0,0
ppp  buruburu tolak wacana pilihan kepala daerah  dewan perwakilan rakyat daerah,0,0
random pagi pagi   menyamper  meja kerja  pakai bedak  sih biar mukanya bersih istri  butek soalnyaningin ku  pakai air wudhu  ku kristen,0,0
gue kampret,0,1
memek lonte  disodok kontol gede,0,1
jokowi  mundur tutup uniform resource locator,1,0
berbicara  itumulut  sepei bancibeli kaca  lihat dirimu bro,1,1
amin rasisnada  daninada ratna sih paiiitnada sih ontanada sih lobang anusnjdi  takut oi wonkehabisan obat penenang,1,1
tunggu komando imam bejat cabul tai bir bawa ulamandasar banj sempak,1,1
kabinet berantakan pemecah belah persatuan   rezim,1,0
ih mengakui  pintar  orang politik mengaca  oi tampang  k orang bego wkwk,1,1
menekan perusahaan tambang  target proyek  impossible  dilelang murah  antek cina ntb contoh  partai demokrasi indonesia perjuangan  menang dasar bajingan,1,1
percaya  mulut buaya mu bawang,1,1
2019  susilo bambang yudhoyono prabowo menyatu melawan mega jokowi  peristiwa 2004  terulang  partai demokrasi indonesia perjuangan  incumbent dikalahkan mutlak  susilo bambang yudhoyono  jkwmegasby melawan prabowo mk pemilihan presiden selesai  3 poros  pemilihan presiden mk salah  lawan,0,0
kayak banci kaleng  gatot  gaduh gentleman  mundur  bersaing  pemilihan presiden 2019 melawan jokowi,1,1
bebal,0,0
5   indonesia negara  populasi muslim terbesar  dunia  islam   musuh barat amp komunis  menghambat agenda  kepentingan merekaobviously,0,0
umuh  persibnpersib kunyukn,1,1
film muslim pilih ahok mati  disalatkan dijamin laris,1,0
banu banu yahudi  beda  banu banu kristen suriah salah  perbedaan  banu yahudi  pakai eloah elohim yahwe  suriah  pakai alah allah,0,0
eh  muka merah merah   cendol   setan cuaca  nih panas,0,1
pemberitaan saracen diframing katak seakan tim prabowo  aniessandi  media menumpahkan sakit hati katak  cebong ehe,1,1
giat bhayangkara pembina keamanan  ketertiban masyarakat brigadir polisi manajemen berbasis sekolah sihombing   rabu 11 april 2018 melaksanakan sambang desa  tatap muka  memantau keamanan  ketertiban masyarakat  pilihan kepala daerah 2018  desa lobusiregar i tepatnya  rumah rudi panjaitan helman siahaan  hotman siahaan,0,0
sayang banget  perempuan kayak   status   menempel  lakilaki  haduhnnagita slavina blakblakan  ayu ting ting kampungan viva uniform resource locator,0,1
lupa  kang umat katolik  minoritas  diperhatikan gubernur  golongan  golongan,0,0
cebong  dibilangi  kemarin  ngeyelnsitu memaksa  cebong,1,1
kelemahan gerindra   orang iniprabowo turun elektabilitasnya  congor fadli zon surat pemberitahuan tahunan durno,1,1
selamat  kaini  kali  dirayakan  maknanya kali,0,0
foto  bisu  memiliki  ai  susah diaikansma sepei  susah diaikanmau putus,0,0
wkwk  mengalaminya  muncul grub wa an bani abdi hadi aka mbahku   mek kenal  orang,0,0
ayah pres badar  nuqaba  boekkk  nih hebat  bidang agama x takut natural killer tegur member   lawak hambar    lawak  orang  jom gerak   gerakan badan  chubby,0,0
anak pekan  mengilhamkan dasar ekonomi  deb  penggerak utama  kemajuan ekonomi  bandar beliau  allah  rahman tun abdul razak ds,0,0
haha sialaaan nih sih   lapar presiden  disikat,0,0
menasihati kali  ugal ugalan nih rezim eh  negeri  keburu ancornah  ekonomi moral menikah kacaoooooo,1,0
alah silit kebelet  dikasihani orang  sayang  paknsetelah  media sosial gue  sadar   instansi kemarinntar gue ceritakan duuuhhh,0,1
cacat,0,0
2019 rakyat makan aspal  beton  solusi jitu mengurangi kemiskinan keahlian cebong  1 tukang tipu cebong  goblok  ketulungan plonga plongo mengakibatkan optimisme,1,1
baca  harun yahya  membelot  kubu yahudi  freemason nyakdg suka  percaya,0,0
maju  ulama  bergerak  tokoh agama  indonesia,0,0
,0,0
peanyaan mudah   keras    keras  nama,0,0
kemarin  hujat  mengharap dasar  bani kampret,1,1
penjelasan  fitnah silakan dibantah apollinaris darmawan  alquran kitab sampah,1,1
monyet  koloe dibilang saudara   ogah hidupmu    hati  comberan,1,1
body lufra scrub  bahan dasar lidah buaya  melembabkan kulit amp  bercahaya info 087812026394,0,0
cacat    bermasa,0,0
penganut bumi datar  teori bumi bulat  orang asing  notabene musuh,0,0
becak warga binjai  disita  tenda beuliskan partai keadilan sejahtera meradang bukti pemerintah panik  takut,1,0
jokowi mundur,1,0
musyawarah nasional alim ulama ppp  semarang menghasilkan  rekomendasi syarat  kriteriakriteria  calon wakil presiden  mendampingi  jokowi  2019,0,0
pencerahan   gagal  anak ekonomi wkwk,0,0
kafan berasal  budaya yahudi  umat islam mengklaim,0,0
rezim  kendali negara cina komunis  patron tunggal rezim anti islam jokowi,1,0
tanda  pilihan kepala daerah  pemilihan presiden,0,0
misi 4 membangun masyarakat  gotong royong toleran  harmoni selaras nilai budaya jawa barat  luhur,0,0
ketabahan pasangan  taufik  puan nurliyana  wajar dicontohi jom  sumbangan  meringankan beban pasangan  come on twitter do your berpikir badan standarisasi nasional 0510541000096745 bank islam 05058020145124 nurliyana bosan abdul razif,0,0
sih tai  doang belaganya  selangit   karma    idol  flop gue tertawa  keras,1,1
celeng kangen gue,0,1
budaya yuk  mengunjungi  purwokeo mumpung  even rakyat,0,0
presiden  dana taktis   kepentingan rakyatnya  program program pemerintah   program   pembangunan infrastruktur kip kartu indonesia sehat seifikat tanah perhutanan sosial bahan bakar minyak 1 harga padat karya,0,0
amin  allah timnya kinan  pelatihan ular   rawarawa  dapatnya  sungai gede  musuhnya buaya wkwk,0,0
maju  memaki mama  bolot,1,1
gerombolan kadal jidat gosongmmg  sukanya ribut  gerombolannya  salah pura pura budekdasar gerombolan cingkrang uniform resource locator,1,1
gentarnya  takut  kafir,0,0
saracen   akun  kritis dianggap saracen  aneh jokowi,1,0
bego  teman gue najis  kesal  gue,1,1
kafir kristen  ulah,1,1
tau  bau baunya  keciri  sipit buluk,1,1
kayak memegang  mucikari,0,0
guru tk darma wanita persatuan desa plumbon porong deklarasi anti hoaks ujaran kebencian isu sarah  mendukung pilihan kepala daerah damai,0,0
anjir seram mainnya begituan,0,1
kayaknya   bank teentu bilang  jual uang asingtukar  rupiah,0,0
onta yaman ninnsetahun  gue depoasi,1,1
hatihati berita pilihan kepala daerah  berbau hoaks kunjungi,0,0
anak cocot,1,1
ketahuan hoaks  fahri  ambil berita tuyg pembaruan  tong sampah diambil  screenshoot taunya berita,1,0
mantap direct message  barisan serba  bang,0,0
lebah  suka bunga  makan bangkai gue penasaran madu  kayak,0,0
indonesia mundur  bentuk,1,0
dongok  bilang hacker haha,0,1
haha blunder  cebong   protein energy malnutrition pusat  alasan ham  rakyat aceh  kali  coba  datangi pemerintah bilang suruh  hukum islam kaffah  aceh  dewan perwakilan rakyat a,1,1
bangsat gue  menyelam    atas1,0,1
dipancingpancing  urusan penistaan   berbicara pemahaman  fiksi  kitab suci,0,0
cebong kacung  teman gue dungunya  tulang sum2jd  buang buang energi debat,1,1
paai korupsi sapigoblog,1,1
sinyal kontol pemeliharaan  niat  sih login twitter doang susah   open redtube setan,1,1
matanya   kafir wkwk,0,0
facebook anjir lupa,0,1
sih  bilang alah kontol,0,1
nikita mirzani  pakai hijab  berbicara cebang cebong  fantasikan  uh ah,1,1
tatapannya dialihkan  arah  enggan menatap pria mencurigakan    peama kali  gaduh suasana  angie  menemukan  pria asing  tidur  sofanya kejadian sepei,0,0
lahir  berkembangnya gerakan komunis  indonesia  dipisahkan  organisasi  bernama indische sociaal democratische vereeniging,0,0
shaheizy  wajah baharu calpis,0,0
terserah  balasnya  fokus  pekerjaan   tugas proyek seni budaya  2  setelahnya langsung dikumpul  dipresentasikan bersyukur nilainya memuaskan  kejadian proyek,0,0
bro,0,0
kelakuan bodoh masuk kategori perbuatan  menyenangkannnkelakuan sontoloyo  menganggu persatuan bangsannkelakuan naif  langsung  bentuk intimidasi  ulamannkelakuan,1,1
monyet turun  pemukiman warga cibadak sukabumi uniform resource locator,0,0
kotor   bahagia warganya cebong  ngei,1,1
giveaway taplak meja   menang  the rich chenle,0,0
kebuka   kebusukan kubu anies sandi  menang  berkah uniform resource locator  prabowo berusaha cuci tangan,1,0
wkwk bodoh bang,0,1
kayak orang begobro tapimemangbego,1,1
kementerian lingkungan hidup  kehutanan upayakan pemerataan ekonomi  tora  kawasan hutan  perhutanan sosial tribun medan,0,0
mahfud md  berpaling  allah subhanahu wa taala pemberang  bangsa ajak  buang islam,1,1
orang orang bego kebanyakan minum amp makan kotoran onta otak  somplak,1,1
terkuak     strategi kampanye  tim pemenangan anies sandi uniform resource locator,1,0
warga badui  selesai memperingati tradisi seba  pendopo pemerintah kabupaten lebak  dilanjutkan  beemu  gubernur banten wahidin halim  sabtu 214,0,0
lembaga lembaga anti korupsi  bubar  sentuh kekuasaan giliran komisi pemberantasan korupsi  partai demokrasi indonesia perjuangan paai politik penguasa  pulang mengotot  bubarkan komisi pemberantasan korupsi,1,0
mas  menyudutkan salah  agama  bahayaitulah  rocky  cerdik  menyusun kalimat  amppantas dgunakaninti   kasih tau pngeian fiksi sbenarnyaayolah mas  i,0,0
pendukung calon presiden gagal pindah on  sibuk urus asing bawa kabur uang rupiah 35 t  sadar  asing  kabur bawa uang   didukung pribumi anjing mustahil asing  pribumi  diam  disogok mental kacung  uniform resource locator,1,1
rabun  budekngue menulis  ngomongn,1,1
bismillah menahan sepo  terkutuk,0,1
brahahahaaa cebong  ahoker cebong  cebok,1,1
update status bikin tugas tugas selesai   jancuk  jembut,0,1
muslim  pejabat negara  beindak  bangsa negara,0,0
12 ikan  sembuh  sakitnya   terselamatkan bagus laik jual  dipisah  diseleksi  ikan  cacat permanen  pemeliharaan  nnncc,0,0
ainya  pribumi sadari lihat   samasama cina komunis misionaris abaikan twit  usir cina indonesia,1,0
presiden  tuduh rezim anti islam  berbuat  negeri   berbuat  umat uniform resource locator,1,0
manusia bangsat,1,1
cina mengenalkan wisata haram  indonesia haha,1,0
prabowo  partai keadilan sejahtera  bib  asyik  dianggap antek prabowo  antek partai keadilan sejahtera hidupmu  dramatis,1,0
persahabatan salahlovren  bukti  beda suku agama ras  halangan  membina hubungan  umat manusia perbedaan  warna tersendiri  menjalin peemanan terima kasih lovrensalah,0,0
laemeskipun  turun menurun  ideologi partai komunis indonesia  melekat  jiwa,0,0
kesal   merokok  motor iyakan kadang pengap  ditutup  macet,0,0
maaf kunyuk bronnenak banget rasan merekasebar hoaks  maafsebar hoaks  maaf laginnmesti  sapu  biar jera nih orang uniform resource locator,1,1
halo warga jakaa wakil kepala dinas penanaman modal  pelayanan terpadu  pintu provinsi daerah khusus ibukota jakaa  denny wahyu haryanto mewakili wakil gubernur provinsi daerah khusus ibukota jakaa membuka acara 2018 junior chamber international jci indonesia nasional event,0,0
2  perkuat jaringan gubernur  menekankan  menguasai state of the a knowledge sea bahasa  merantau  indonesia,0,0
pandangan tuan guru bajang  agama  politik,0,0
penyedia berengsek,1,1
susilo bambang yudhoyono presiden ri  6  khofifah emil   masyarakat no 1,0,0
dungu  orang  ganti presiden  tau  mikiiiir,1,1
bokep cewek bispak bandung ngentot crot  full uniform resource locator uniform resource locator,0,1
kampret complain raga ditanggapi fuck,1,1
kayak jablay grand theft auto maunya dijemput pakai mobil,1,1
lihat memek tante,0,1
kerjanya memusuhi dakwah islam bubarkan hati rakyat  berhak lengserkan jokowi kodok tukang pencitraan,1,0
ha  melengkapi orang buktinya  goblok  sih,1,1
salah  khalifah rasyidin  memerangi orang kafir   orangorang munafik  orang munafik,0,0
suka nete ujian nasional  maklumkan,0,1
nek lihat match  chelsea sih  menang mudah manchester united  embuh sih chelsea kacrut ki  diprediksi,1,1
kali  tentara nasional indonesia suruh uruskan sampah plastik,0,0
khawatirkan  manuver politik  kebijakan   rezim  semoga     negara kesatuan republik indonesia tercinta amin,0,0
permadi arya melaporkan rocky gerung  polisi serius  kitab suci  fiksi  rocky pernyataan  salah  terhina tunggu  penganut agama a menganggap kitab suci,0,0
bajingan tengik,0,1
pakai buruh cina  rakyat  pnganggurandasar rejim kodok,1,1
,1,1
rupiah haneul  cute  pacarnya perekyang on retweet,0,1
bilangnya anti asing asengnda taunya wkwk,0,0
suriah sekolah radikal  rakit bomplg  indonesia  pklya  amankan,0,0
kadang hidup  kayak tai  kadang  berak orang    bereskan tainya tangan,0,1
ih banci selotipan,1,1
haha kalah nih  orang jahat  kalah,1,0
keanekaragaman budaya suku agama  sesungguhnya kekayaan  djarot  hadapan pesea rakercabsu,0,0
cinta orde  meng idola  prabowo amp hary tanoe,1,0
menantang buka dadalah eh menyebut setanlah   habis kamus melawan kenegarawanan  joko widodo presiden ri  7  stresssssss nih hati hati kena strok  serangan jantung  rakyat indonesia kehilangan badut badut politik merdeka,1,1
belah duren yaaaangak dunguya  cebong,1,1
2orangorang yahudi  nasrani   al kitab taurat  injil mengenal muhammad,0,0
bubarkan hati amp front pembela islam uniform resource locator,1,0
ahok  verbalnya keras pelampiasan  pelarian  kelelakiannya lunak,1,0
bagikan  teman teman kantor   pelanggan  bercadar langsung bilang awas  bom  menghela nafas,0,0
pantat  nih  menusuk  ditusukn bo wa 08157686707n,0,1
diancam  dibunuh  presiden republik indonesia mas  mesti lapor  penegak hukum  beindak  ancaman pembunuhan  kepala negaranya,0,0
kayak orang nyosor  nete,0,1
ngewe,0,1
jebur  cebur,0,1
partai keadilan sejahtera ulang  balai kota rr berbicara mencalonkan presiden  balai kota ganti  namanya  balai politik,0,0
melanjutkan rencana  menyeret  pengadilan ham pbb uniform resource locator,1,0
kebijakan pengembalian barang  konsumen   barang  rusak cacat produksi  konsumen  puas  produk  terhitung  7  tanggal pembeliann kunyuk ikutann,0,0
kisah hidup muhammad  lengkap  diunduh,0,0
penjajahan  bumi indonesia  hapus  penjajahan ekonomi budaya hasil bumi  cina  basmi  negara kesatuan republik indonesia usir,1,0
we  pipis onta tercecer   bau pesing,0,1
kejadian    teriak  lantang pmh pro asing  pas ditawari bantuan asing bikin posko   intinya  mengompori keluarga korban  pmh bilang 15   3,0,0
berjuangsampai dilantik   2019njangan gentar  takut  mata benang  leher  ujung tombak  perut nntidak  surut langkah kitantidak  bisu suara kitantidak,0,0
kayak monyet,0,1
survei  metro televisi jokowi menang  presiden   menghitungnya  45  mengalahkan 46  salah judul maksudnya jokowi  menangis sumber zie bajrie,1,0
,0,0
cuba  tegak anime nih karakai jozu no takagisan  nak feeling feeling cinta monyet zaman sekolahmemang throwback habes910 uniform resource locator,0,0
serunya pesta budaya derau  kutai kaanegara,0,0
kontaknya retweet  yanbanyak banget kenalan tante jilboobs sangenini namanya tante dea o,0,1
debat publik  ajang pembuktian  pintar   ruang akademik  pamer  indah  orang  kekuatan  kelemahan    egosentris namanya   kekuatan menahan l,0,0
duduki istana negara  lengserkan jokowi salam,1,0
hebatnya   sibuk pencitraan baca nih,1,0
muslim  menghinakan  iblis betina  menista syariat,1,1
baby kafir buddha teroris myanmar,1,1
indonesia  merdeka indonesia  dijajah  orang cina takbir allahu akbar uniform resource locator,1,0
pengamat politik hanta yudha  pasangan calon no2    jawa,0,0
jongos penista agama ahok sok sok ngong saramajikan  penebar sara astagfirullah tobat,1,1
follow beli  katolik  akun prof  menambah wawasan berbangsaterima kasih,0,0
sih bejat cabul  pengecut sih onta,1,1
wibisono pencitraan jokowi  disebarkan up media massa pro asing  terkesan jokowi berhasil,1,0
adian gaya  kayak beruk  supir tembak metromini masuk dprnkampungan,1,1
km  mainstream mengaaikan pintar pintar  relatif tergantung  dibawa  pengeiannya surat pemberitahuan tahunan  pintar mengundeeestimatekan orang gue pintar komen  rejim now pintar mangkrakan janji janji doang somaking,1,0
gue dongok,0,1
ih masak  samakan  sampah,0,0
gue terpukau,1,0
aspirasi  lina  sumedang  calon gubernur jabar berantas perebut laki orang  meresahkan kehidupan warga desa,0,0
yaelah chat  uruskan   mesum anggota dewan perwakilan rakyat  diam  nyata selingkuh tujuh  pura pura budek  otaknya,1,1
takut  cina  pai dap  bimbang pemahaman  dibawa,0,0
cermin  pecah  berkaca,0,0
langsung tag paainyanga berani  berai  banci,1,1
aw  asing  warna,0,0
islam menjadikan manusia  idealis  realistis  kehidupan   lupa  diajak  keras  diajak  beristirahat,0,0
kristus anjing anjing jembut keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk k,1,1
agama katolik   menyebut katolik nusantara agama kristen protestan   menyebut kristen protestan nusantara agama hindu   menyebut hindu nusantara agama buddha   menyebut buddha nusantara,0,0
3  berbasis teknologi digital presiden  sistem betulbetul jalan  langsung   ramah  pengguna,0,0
ah  perasaanmu  menghibur   cebong  bahagia presiden cebong  tol cebong    germo,1,1
